,text,labels,predicted_label
30866,Damn! I thought that was going to be romantic as hell!,ROSS,PHOEBE
30867,"Well, actually it’s been great. She’s 20 so she’s not looking for anything too serious, which is perfect for me right now.",ROSS,Others
30868,Phoebe!,MONICA,PHOEBE
30869,"Ok, all right. It was an accident, I swear, all right. I was putting on my jacket, and the thing, and the lamp, and it broke.",MONICA,JOEY
30870,"Oh please, I memorized those numbers when I was 15. But look at all the cool make-it-on-my-own stuff I got! This is my ""Please, hire me"" sweater. And these are my, ""Don’t you want to rent me this apartment?"" pants.",Others,ROSS
30871,You left a shoe here?!,CHANDLER,RACHEL
30872,"Hey, what’d you guys do to get up on there?",ROSS,RACHEL
30873,What’s the matter?,MONICA,ROSS
30874,"Hi Russ, I've just got two more tables to clean and then we'll go, OK?",RACHEL,MONICA
30875,So what movie do you want to see—And not another one I have to read. Okay? I get enough of that from books.,JOEY,Others
30876,"I don't know...right, he's the pig!",RACHEL,PHOEBE
30877,Great! I'll call ya!,RACHEL,RACHEL
30878,Great! Now he's gonna know it was me!,RACHEL,ROSS
30879,What kind of karate is that?,MONICA,ROSS
30880,And thats Judy over there at the bar with Emma?,PHOEBE,ROSS
30881,How come?,CHANDLER,PHOEBE
30882,Remember when we went to Central Park and rented boats?.. That was fun.,RACHEL,ROSS
30883,Chandler! What are you doing here?,MONICA,Others
30884,Oh my God! Oh my God! I’m so sorry!,Others,RACHEL
30885,"Oh, no thanks, we're just here to observe.",MONICA,PHOEBE
30886,Ball? There is no ball.,RACHEL,JOEY
30887,Yep!,RACHEL,RACHEL
30888,"Wow! Great! Wait, dad who-who’s cigarettes are these?",ROSS,RACHEL
30889,"Are you sure she’s in the cat, or have you been taking your grandma’s glycoma medicine again?",ROSS,RACHEL
30890,Hi.,MONICA,JOEY
30891,"Oh, she was a cruel, cranky, old bitch!  And I’m sorry she died. Did Dad say I get the dollhouse?",MONICA,PHOEBE
30892,"Don’t start doing that. You can’t do that Rach, ‘cause then you’re gonna make me do that. Oh, here we go!",JOEY,MONICA
30893,"Well, y'know, if-if kids like to play with Capri pants.",RACHEL,ROSS
30894,"Hey, they’re going to the gym together! Two women! Stretching! Y’know they-they take a steam together! Things get a little playful—didn’t you see Personal Best?",ROSS,ROSS
30895,Why are they here?,ROSS,JOEY
30896,"Yes! That I know, this is from White Plains.",RACHEL,RACHEL
30897,How are you doing?,JOEY,JOEY
30898,"I have no idea, but X-rays alone could be a couple hundred dollars.",MONICA,RACHEL
30899,"Yeah, and I-I gave first names to all of the foosball players.",CHANDLER,RACHEL
30900,That's not how you really feel is it?,PHOEBE,ROSS
30901,"Hello, is this the creepy residence?",PHOEBE,PHOEBE
30902,Who is it?,Others,CHANDLER
30903,"No, the quiet down thing!",JOEY,JOEY
30904,Wouldn’t you love to do it just once?!,MONICA,JOEY
30905,She must’ve left.,PHOEBE,JOEY
30906,Hey!,RACHEL,CHANDLER
30907,"What? Wait a minute, I didn’t pay, I thought you paid!",RACHEL,CHANDLER
30908,"Wow, it really is!",ROSS,PHOEBE
30909,That’s too bad.,ROSS,CHANDLER
30910,"That’s a good question. Look umm, last night we let the dice decide. Maybe we should leave it up to fate again. I love you!",MONICA,MONICA
30911,Do you really not know where I’m going with this? It left! It’s one huge room!,RACHEL,RACHEL
30912,"Hi, nice to meet you. Kate Miller.",Others,JOEY
30913,"Oh, you know . . . we just drank some beer and Mike played with the boundaries of normal social conduct.",ROSS,PHOEBE
30914,Who's Amanda?,CHANDLER,MONICA
30915,"Look look! He's doing it again, the guy with the telescope!",MONICA,CHANDLER
30916,Is it a good sign that they asked us to hang around after the audition?,Others,RACHEL
30917,"The big deal is I don’t want naked, greasy strangers in my apartment when I want to kick back with a puzzle—beer! Cold beer.",ROSS,RACHEL
30918,"Nah, I don't know if I should. I don't wanna be drunk when I go home alone.",ROSS,JOEY
30919,Here you go.,Others,ROSS
30920,Monica.,CHANDLER,RACHEL
30921,"Yeah. All right, I’ll talk to you later.",JOEY,PHOEBE
30922,Great!,Others,JOEY
30923,"God, look what I found in the drain.",MONICA,JOEY
30924,look I don't usually ask out women that I meet in coffeehouses,JOEY,RACHEL
30925,"Oh wait a second you guys…for the last couple weeks I’ve been that guy everywhere I go. We take the same bus. We go to the same bookstore, the same dry cleaners; maybe he’s the tea guy.",PHOEBE,PHOEBE
30926,"Yeah, I guess it is. Listen, I ah, I gotta say good bye, and-and I gotta say it quick ‘cause this is killing me. One thing you gotta know, is that I will never forget you. But, you’ve got things you have to do now, and so do I. And so… I’m gonna get on this spaceship, and I’m gonna go to Blargon 7 in search of alternative fuels. But when I return, 200 years from now, you’ll be long gone. But I won’t have aged at all. So you tell your great-great-granddaughter to look me up, because Adrienne, baby, I’m gonna want to meet her.",JOEY,PHOEBE
30927,Steve... sleeve!,RACHEL,JOEY
30928,The allergy guy got the part! Thanks!,JOEY,JOEY
30929,I can't believe you tried to move the green ottoman.,PHOEBE,Others
30930,Hey!,CHANDLER,MONICA
30931,"Me too. Alright, whattaya got.",JOEY,MONICA
30932,Hey! My first review is out!,MONICA,JOEY
30933,This room’s available.,Others,ROSS
30934,"Oh, thank you.",Others,JOEY
30935,"Oh, honey, can you make sure we get a King size bed!",MONICA,JOEY
30936,No!,MONICA,MONICA
30937,David who?,MONICA,MONICA
30938,"Three months? Okay... This is probably none of my business, but uhm, how long do you think you're gonna keep seeing her?",PHOEBE,MONICA
30939,"Listen, Joey, I know what he did was wrong but don’t you think you could at least hear the guy out?",ROSS,MONICA
30940,"Hey-hey, is Monica here?",CHANDLER,RACHEL
30941,Ooh!,RACHEL,CHANDLER
30942,Yeah! Let's go out.,ROSS,ROSS
30943,"I, um, can't tell you.",JOEY,ROSS
30944,"Hello?! Oh, yeah! This is gonna be a while. Excuse me. Yeah!",RACHEL,CHANDLER
30945,Wish I could switch with someone. I really don't wanna sit with Allen Iverson over there.,CHANDLER,CHANDLER
30946,Thanks. OK.,ROSS,JOEY
30947,Oh-oh! I'm stuck!,JOEY,JOEY
30948,Hey!,JOEY,CHANDLER
30949,"The lights, please..",RACHEL,RACHEL
30950,You did look like an idiot.,CHANDLER,ROSS
30951,"There's my scene, there's my scene. ""Mrs. Wallace, I'm Dr. Drake Ramoray, your sister's neurosurgeon.",JOEY,MONICA
30952,I do.,ROSS,JOEY
30953,"All right, I suppose I can wait a day. Hey, what are you doing Friday?",CHANDLER,RACHEL
30954,"Yeah. Except for, y'know when you’re on a date and you’re getting along really great but the guy’s translator keeps getting in the way.",PHOEBE,RACHEL
30955,"I prefer not to answer that right now, I’m still carrying a little holiday weight.",ROSS,Others
30956,I don’t know.,RACHEL,RACHEL
30957,Hey!,MONICA,RACHEL
30958,Hey.,MONICA,JOEY
30959,Or I’ll hear you.,Others,JOEY
30960,Bing! You got those numbers for me?,Others,RACHEL
30961,Hey!,ROSS,CHANDLER
30962,"No! It’s just that, Kate bothered me.",RACHEL,JOEY
30963,You didn’t find her?,MONICA,ROSS
30964,"Yeah, well it was. I, I broke a cup.",RACHEL,CHANDLER
30965,"All right Monica, do you want to know why I was with Ross tonight?!",RACHEL,PHOEBE
30966,"Does a good teacher say, ""Put down the beer pinhead!?""",JOEY,JOEY
30967,Eeeee--ohh!! God!,PHOEBE,PHOEBE
30968,Hey Ross. It’s Joey. There’s a hooker over here and we thought maybe you’d know something about it.,JOEY,ROSS
30969,"Y'know Phoebe, I’m gonna make this real easy for you.",Others,RACHEL
30970,"Okay, good. Now that since you know, when you come over would you mind actually using it?",RACHEL,PHOEBE
30971,"Typical Christmas-y stuff, you know? Our holidays are pretty traditional...",CHANDLER,Others
30972,I’m getting married next!!,MONICA,MONICA
30973,Well is she...,CHANDLER,RACHEL
30974,"Ohh, Lilies. Joey, they’re my favorite. Thank you.",RACHEL,PHOEBE
30975,"Hey. What a day. I took her everywhere. The Museum of Modern Art, Rockefeller Center, Statue of Liberty.",PHOEBE,CHANDLER
30976,"No, I did, but tell me again, because it’s so romantic.",RACHEL,ROSS
30977,Oh! Well let’s look for them. Oh-oh-hey! Are these them?,RACHEL,PHOEBE
30978,Argh!,JOEY,MONICA
30979,Bye plates!,MONICA,CHANDLER
30980,"Eww, look. Ugly Naked Guy lit a bunch of candles.",PHOEBE,MONICA
30981,Wow! My breasts are really strong.,PHOEBE,RACHEL
30982,You sure?!,JOEY,ROSS
30983,"Well, don’t ‘cha wanna?",MONICA,Others
30984,"Because it is too damn hard Ross. I can't even begin to explain to you how much I'm gonna miss you. When I think about not seeing you every day, it makes me not want to go... Okay, so if you think that I didn't say goodbye to you because you don't mean as much to me as everybody else, you're wrong. It's because you mean more to me. So there, all right, there's your goodbye... Oh!",RACHEL,PHOEBE
30985,"Well, what do you mean?",RACHEL,RACHEL
30986,"Okay, great.",CHANDLER,RACHEL
30987,"Well, yeah... Okay, look it's about me and...",RACHEL,ROSS
30988,"Things you find in the ocean, You're gonna be on ""Pyramid""!!",ROSS,MONICA
30989,You should go.,ROSS,ROSS
30990,"Y'know what, that’s fine, maybe you haven’t grown up, but I have.",MONICA,MONICA
30991,So. How’d you guys meet?,Others,JOEY
30992,I love you so much.,CHANDLER,MONICA
30993,"No, I'm fine.",PHOEBE,RACHEL
30994,"Oh no-no-no, you—yeah, of course you get to be my best man.",CHANDLER,PHOEBE
30995,Is that my ass?,Others,JOEY
30996,And you know Monica and Ross!,RACHEL,JOEY
30997,Ross? Ross?,Others,RACHEL
30998,"You know, the strippers, and the guys dancing, and you know, pee-pee's flying about.",PHOEBE,MONICA
30999,"What... I could, I could do it. What is it?",PHOEBE,Others
31000,Why would they do that?! It was a good show right?!,JOEY,RACHEL
31001,"Do you believe in ghosts, yes or no?",JOEY,RACHEL
31002,"Yeah, look, we were just saying, this whole thing is really stupid.",JOEY,ROSS
31003,Right!,ROSS,PHOEBE
31004,"Yeah, right.",Others,PHOEBE
31005,And this has nothing to do with the fact that he needs a note to get out of gym.,CHANDLER,PHOEBE
31006,So you like the nachos uh? Myself I’m partial to…,JOEY,RACHEL
31007,Oh my God!,RACHEL,RACHEL
31008,Oh man! They-they just redid my make-up!,JOEY,MONICA
31009,Because she is!,JOEY,CHANDLER
31010,Yeah. You're not gonna end up alone.,RACHEL,JOEY
31011,"Uh, no... no. I couldn't find him. I'm just gonna talk to him on the plane.",ROSS,MONICA
31012,Rach?,ROSS,MONICA
31013,"Oh, it's Dr. Seuss!",PHOEBE,JOEY
31014,For a minute there I thought you were actually tryin' to smell something.,CHANDLER,PHOEBE
31015,Funniest? Heckles?,CHANDLER,JOEY
31016,"Oh, actually I barely knew him. Yeah, I came because I heard Chandler's news. D'you know if he's seeing anyone?",Others,PHOEBE
31017,"Oh God, maybe he won’t see us. Richard!",MONICA,RACHEL
31018,"Umm, wow. This-this isn’t gonna be easy. Umm, I don’t think we should see each other anymore.",PHOEBE,RACHEL
31019,It-it’s so great to see you both here.,MONICA,JOEY
31020,I know. You're right. What's it gonna take for you to forgive me?,CHANDLER,Others
31021,I don’t know! Time to kiss a guy maybe?! What are you laughing at Pampers?,MONICA,JOEY
31022,"Yeah, all right.",PHOEBE,CHANDLER
31023,A-ha!!!,MONICA,RACHEL
31024,"And if you wait right here, I’ll go get Ross.",ROSS,ROSS
31025,"For this episode, I'm using italics to signify portions contained in the prom video.",Others,RACHEL
31026,Your ’74 Lafite sir.,Others,MONICA
31027,Can we come in?,MONICA,RACHEL
31028,"No-no-no, no, honey please, I’ve got, I’ve just have so much to deal with.",RACHEL,PHOEBE
31029,What am I making him by the way?,RACHEL,JOEY
31030,"Hey! Hey, cute jacket!",RACHEL,JOEY
31031,Well what’s complicated? You spin the Wheel of Mayhem to go up the Ladder of Chance. You go past the Mud Hut through the Rainbow Ring to get to the Golden Monkey; you yank his tail and boom! You’re in Paradise Pond!,JOEY,RACHEL
31032,That's it! Dinner is over!,MONICA,RACHEL
31033,Yeah?,PHOEBE,JOEY
31034,"What? You are way off, lady!",MONICA,JOEY
31035,I bought them off Ebay! They used to belong to the late Shania Twain.,PHOEBE,Others
31036,"Hey, there's two messages. These could be from work!",CHANDLER,MONICA
31037,Should we send something?,ROSS,Others
31038,"All right, we still have a minute and a half to go, and we’re down by two points. Two points.... Phoebe you do a button-hook again. Rachel, you go long.",MONICA,ROSS
31039,Oh wow! I’m free for her!,Others,PHOEBE
31040,"Here, pass these, will ya..",CHANDLER,JOEY
31041,"Yeah, okay.",ROSS,JOEY
31042,"Okay, y’know, would you feel better if we went someplace else? I mean we could pack all this stuff up and y’know go to your apartment.",RACHEL,JOEY
31043,"Boy, that guy's underwear sucks!",JOEY,PHOEBE
31044,"Oh wow Wayne, it’s not really something you can teach y’know? It’s pretty much something you’re born with if you——You-you can teach it! I’ll show you right how to do it.",JOEY,ROSS
31045,She's only a couple of months pregnant. She liked our application but who knows if she's gonna like us.,MONICA,JOEY
31046,Yep! I'd like to thank you guys for coming down here to complain about the rain and ruin my career!,ROSS,ROSS
31047,"No-no, it's not that, it's just… I-I just moved in.",ROSS,ROSS
31048,"Don’t say, ""Oh my God!"" Oh my God what?",RACHEL,JOEY
31049,"Well, I’m sorry, I thought you needed them!",RACHEL,ROSS
31050,"Oh-oi-ho, yeah!",CHANDLER,JOEY
31051,"Yeah, he used to have this recurring nightmare, just really freaked him out.",MONICA,CHANDLER
31052,"No Chandler, everything! Like stuff you like, stuff she likes, technique, stamina, girth....",ROSS,PHOEBE
31053,Or an uncle...,JOEY,CHANDLER
31054,You're leaving too?,JOEY,RACHEL
31055,What am I going to do?,ROSS,PHOEBE
31056,"Ah, the other Jack.",MONICA,Others
31057,Oh dear God!,JOEY,RACHEL
31058,You ate my sandwich?,ROSS,JOEY
31059,"Ross? Look, whatever this relationship stuff that Emily wants, just give it to her. Come on, the bottom line here is that you love her. So just fix whatever she wants fixed. Just do it. I mean, you're gonna have to try. You'll just gonna hate yourself if you don't. Oh come on answer it! It's driving me crazy!",RACHEL,RACHEL
31060,I'm not supposed to tell you.,CHANDLER,ROSS
31061,"Yeah-yeah, did-didn’t you use to have a pair? They were really round, burgundy, and they made you look kind of umm…",RACHEL,Others
31062,"Oh, hello.",ROSS,PHOEBE
31063,"What? Ross and Charlie? Wow! She's really making her way through the group, huh? Ah, who am I to talk?",RACHEL,RACHEL
31064,And I will make everyone call me Mrs. Geller!,RACHEL,MONICA
31065,"Hey, don't look at me. This is Ross's thing.",JOEY,Others
31066,Thanks.,PHOEBE,RACHEL
31067,"Ross, no! There is no way I am leaving this room looking like this!",RACHEL,PHOEBE
31068,"Well, y'know how I'm trying to work things out with Emily. Well, there's this one thing… Okay, here goes. I made a promise that--Oh hey!",ROSS,JOEY
31069,You mean scared.,CHANDLER,JOEY
31070,"No, it’s not! When I looked at the other ring I could see Monica’s face when I gave it to her, y’know? And I could see her saying yes. When I look at this ring, all I see is a ring! Unless I look at it really closely and then I can see my own eye. Look, this is the most important thing I’m gonna do in my life. I wanna make sure it’s perfect.",CHANDLER,CHANDLER
31071,Oh yeah? Since when?,RACHEL,Others
31072,I know.,ROSS,MONICA
31073,That was me.,ROSS,PHOEBE
31074,"Yes, I did.",ROSS,ROSS
31075,Ohh!!,Others,RACHEL
31076,"So, ah... Any plans for the summer?",CHANDLER,Others
31077,When are you coming home?,Others,JOEY
31078,"Ah, just one thing umm, is it all right with you if I, if I scream right up until you say action?",JOEY,MONICA
31079,Phoebe hates Pottery Barn?!,RACHEL,JOEY
31080,"Oh hi, I’m, I’m Mona from her restaurant.",Others,Others
31081,No! no! Let's figure out a fair way to decide who's staying.,MONICA,ROSS
31082,"Well, I’ve been better. But, I’m all right. So you like her huh?",JOEY,JOEY
31083,I'd call that excessive.,PHOEBE,JOEY
31084,Sure!,PHOEBE,CHANDLER
31085,"Well, what’s the deal with these? These-these look nice.",CHANDLER,MONICA
